ORGYN,GENDER,AGE,BILL,CLASS,LTIME,MNTH_INCOME
0,F,79,7174,Gold,12,4500
0,F,79,7830,Gold,6,4500
0,F,79,11530,Gold,4,4500
1,F,79,15757,Gold,7,4500
1,F,79,19960,Gold,16,4500
1,M,24,14413,Gold,2,5000
1,F,28,7296,Gold,10,5000
1,F,28,13593,Gold,16,5000
1,M,29,7104,Gold,5,5000
1,F,35,9198,Gold,1,5000
1,F,36,7740,Gold,11,5000
1,F,36,8701,Gold,4,5000
0,F,38,6250,Gold,4,5000
1,F,38,8823,Gold,2,5000
0,M,38,12052,Gold,8,5000
0,F,38,12632,Gold,6,5000
0,F,38,12738,Gold,1,5000
1,F,38,13798,Gold,5,5000
1,F,38,19783,Gold,6,5000
1,F,39,5804,Gold,3,5000
0,F,39,7829,Gold,1,5000
1,F,39,16690,Gold,1,5000
1,F,39,19082,Gold,5,5000
0,F,40,6713,Gold,2,5000
1,F,40,10892,Gold,14,5000
1,M,40,12484,Gold,5,5000
1,F,41,7434,Gold,3,5000
0,M,41,16828,Gold,5,5000
1,M,42,12444,Gold,5,5000
0,F,42,15264,Gold,2,5000
0,F,42,18777,Gold,8,5000
1,F,43,12680,Gold,2,5000
1,M,43,12846,Gold,3,5000
1,F,44,8032,Gold,6,5000
1,F,44,10142,Gold,1,5000
1,F,44,14114,Gold,1,5000
0,F,44,17101,Gold,11,5000
0,M,44,19017,Gold,1,5000
0,F,45,5635,Gold,9,5000
0,M,45,8304,Gold,5,5000
0,F,45,8516,Gold,2,5000
0,F,45,12874,Gold,1,5000
0,F,45,15441,Gold,25,5000
0,F,46,14355,Gold,7,5000
0,M,47,6802,Gold,4,5000
0,F,47,7521,Gold,6,5000
0,F,47,11947,Gold,6,5000
0,M,47,12238,Gold,6,5000
0,F,47,12320,Gold,11,5000
1,F,48,5994,Gold,6,5000
0,M,48,12908,Gold,1,5000
0,F,48,16794,Gold,4,5000
0,F,48,19877,Gold,5,5000
0,F,49,10130,Gold,8,5000
0,F,49,12345,Gold,7,5000
0,F,50,7476,Gold,2,5000
0,F,50,9580,Gold,2,5000
0,M,50,10631,Gold,7,5000
1,F,50,13307,Gold,4,5000
0,M,50,17465,Gold,8,5000
0,F,50,18888,Gold,3,5000
1,M,51,9798,Gold,4,5000
0,M,51,11272,Gold,8,5000
0,F,51,12584,Gold,1,5000
0,F,51,13562,Gold,4,5000
0,F,51,17412,Gold,6,5000
1,F,52,6428,Gold,8,5000
0,F,52,7718,Gold,3,5000
0,F,52,8146,Gold,11,5000
1,F,52,9191,Gold,7,5000
0,F,52,9351,Gold,3,5000
0,F,52,9790,Gold,5,5000
0,M,52,11153,Gold,8,5000
0,F,52,15513,Gold,2,5000
0,M,52,15880,Gold,8,5000
1,M,52,16004,Gold,13,5000
0,F,52,17114,Gold,2,5000
0,F,52,17473,Gold,8,5000
0,F,52,18419,Gold,1,5000
0,F,52,18907,Gold,10,5000
0,F,52,19519,Gold,1,5000
0,F,52,19777,Gold,7,5000
0,F,53,5538,Gold,5,5000
1,M,53,5827,Gold,6,5000
0,F,53,6031,Gold,6,5000
0,F,53,9113,Gold,9,5000
0,F,53,9561,Gold,5,5000
0,F,53,10484,Gold,2,5000
0,F,53,10824,Gold,7,5000
0,F,53,16126,Gold,2,5000
0,F,54,7742,Gold,1,5000
1,M,54,13226,Gold,4,5000
1,F,54,13345,Gold,2,5000
0,F,54,14102,Gold,1,5000
0,F,54,15510,Gold,5,5000
0,M,54,15806,Gold,5,5000
1,F,54,19919,Gold,4,5000
0,F,55,7441,Gold,8,5000
0,F,55,8876,Gold,1,5000
0,M,55,9387,Gold,1,5000
0,M,55,15731,Gold,1,5000
0,F,55,15939,Gold,4,5000
0,M,55,17377,Gold,8,5000
1,M,55,18896,Gold,4,5000
0,M,56,7689,Gold,12,5000
0,M,56,13050,Gold,10,5000
0,F,56,17128,Gold,15,5000
1,F,56,17784,Gold,1,5000
1,F,56,18118,Gold,2,5000
0,F,56,18316,Gold,5,5000
0,M,56,18913,Gold,4,5000
0,F,56,19072,Gold,2,5000
0,M,56,19321,Gold,5,5000
0,F,56,19384,Gold,5,5000
0,F,56,19560,Gold,1,5000
1,M,57,7203,Gold,2,5000
1,M,57,7478,Gold,7,5000
0,F,57,7906,Gold,8,5000
0,F,57,8429,Gold,2,5000
1,F,57,10549,Gold,6,5000
1,F,57,11645,Gold,2,5000
0,M,57,13025,Gold,9,5000
1,F,57,18066,Gold,5,5000
1,F,57,18134,Gold,4,5000
1,F,58,6459,Gold,5,5000
0,F,58,8540,Gold,2,5000
0,F,58,12980,Gold,6,5000
0,M,58,13713,Gold,4,5000
0,F,58,15788,Gold,9,5000
0,F,58,16618,Gold,8,5000
0,M,58,17197,Gold,4,5000
0,F,58,19892,Gold,4,5000
0,F,59,8543,Gold,7,5000
0,F,59,10629,Gold,1,5000
0,M,59,10658,Gold,8,5000
0,M,59,11221,Gold,8,5000
1,F,59,15477,Gold,8,5000
1,F,59,19363,Gold,2,5000
1,F,60,5235,Gold,2,5000
0,F,60,6642,Gold,13,5000
0,F,60,7807,Gold,8,5000
0,M,60,9185,Gold,2,5000
0,F,60,9255,Gold,13,5000
1,F,60,10689,Gold,1,5000
0,M,60,12098,Gold,3,5000
0,F,61,8444,Gold,4,5000
1,F,61,9082,Gold,8,5000
0,F,61,9486,Gold,7,5000
1,F,61,9613,Gold,5,5000
0,F,61,9703,Gold,2,5000
1,F,61,14593,Gold,2,5000
0,F,61,15197,Gold,9,5000
0,F,61,16176,Gold,1,5000
0,F,61,16208,Gold,3,5000
1,F,61,16880,Gold,8,5000
0,F,62,5585,Gold,4,5000
0,F,62,7401,Gold,3,5000
0,F,62,7825,Gold,3,5000
0,M,62,8320,Gold,4,5000
0,F,62,8879,Gold,4,5000
0,F,62,10020,Gold,6,5000
0,F,62,11622,Gold,2,5000
0,F,62,14509,Gold,8,5000
0,F,62,15083,Gold,5,5000
0,F,62,15392,Gold,3,5000
1,M,62,17975,Gold,25,5000
0,F,63,7491,Gold,3,5000
0,M,63,7897,Gold,12,5000
0,M,63,7986,Gold,1,5000
0,F,63,8407,Gold,8,5000
0,F,63,9023,Gold,6,5000
0,M,63,9782,Gold,4,5000
0,F,63,13498,Gold,1,5000
0,F,63,13716,Gold,6,5000
0,M,63,18621,Gold,2,5000
1,F,63,19073,Gold,7,5000
0,M,64,6478,Gold,5,5000
0,M,64,6959,Gold,5,5000
0,F,64,7724,Gold,5,5000
0,F,64,7756,Gold,7,5000
1,F,64,8191,Gold,1,5000
1,F,64,9252,Gold,13,5000
0,M,64,9356,Gold,11,5000
0,F,64,9572,Gold,10,5000
0,M,64,11987,Gold,7,5000
0,M,64,14270,Gold,8,5000
0,F,64,16130,Gold,8,5000
0,F,65,5170,Gold,28,5000
1,F,65,6946,Gold,6,5000
1,F,65,7234,Gold,6,5000
1,F,65,7856,Gold,8,5000
1,F,65,8175,Gold,6,5000
0,M,65,9043,Gold,2,5000
0,F,65,12341,Gold,2,5000
1,M,65,12904,Gold,6,5000
1,F,65,14522,Gold,1,5000
0,M,65,16848,Gold,26,5000
1,F,65,17987,Gold,5,5000
1,F,65,19132,Gold,6,5000
1,M,65,19295,Gold,8,5000
1,F,66,8136,Gold,5,5000
1,F,66,9224,Gold,3,5000
1,M,66,10817,Gold,1,5000
1,M,66,13048,Gold,31,5000
0,F,66,14599,Gold,7,5000
0,F,66,15552,Gold,2,5000
0,M,66,15764,Gold,1,5000
1,F,66,16849,Gold,5,5000
1,F,66,18295,Gold,11,5000
1,F,66,18299,Gold,3,5000
0,F,67,5126,Gold,4,5000
0,M,67,5345,Gold,1,5000
1,F,67,5870,Gold,5,5000
0,F,67,6537,Gold,8,5000
0,M,67,11778,Gold,2,5000
1,F,67,13373,Gold,26,5000
1,F,67,15012,Gold,29,5000
0,M,67,15142,Gold,4,5000
1,M,67,15507,Gold,7,5000
1,M,67,19000,Gold,2,5000
0,M,68,6551,Gold,8,5000
0,F,68,8925,Gold,16,5000
0,F,68,8984,Gold,8,5000
0,F,68,10386,Gold,15,5000
0,M,68,14361,Gold,6,5000
0,F,68,15030,Gold,2,5000
0,F,68,18941,Gold,4,5000
0,M,68,19865,Gold,6,5000
0,F,69,5066,Gold,5,5000
0,M,69,7117,Gold,6,5000
0,M,69,7936,Gold,1,5000
0,F,69,11644,Gold,4,5000
0,F,69,14643,Gold,11,5000
0,F,69,15323,Gold,16,5000
0,M,69,19247,Gold,10,5000
1,F,70,8624,Gold,12,5000
1,F,70,9187,Gold,4,5000
0,F,70,14550,Gold,6,5000
0,F,70,14761,Gold,2,5000
0,F,70,14773,Gold,7,5000
0,F,70,19771,Gold,14,5000
0,M,71,6098,Gold,3,5000
0,M,71,8696,Gold,9,5000
0,M,71,10533,Gold,4,5000
1,M,71,13050,Gold,30,5000
0,M,71,14365,Gold,7,5000
0,F,71,17589,Gold,6,5000
0,F,71,18932,Gold,12,5000
1,M,71,19623,Gold,12,5000
1,F,72,8303,Gold,8,5000
1,F,72,10485,Gold,1,5000
0,F,72,10670,Gold,4,5000
0,F,72,11820,Gold,2,5000
0,M,72,12904,Gold,4,5000
0,F,72,14319,Gold,8,5000
0,M,72,17979,Gold,2,5000
0,F,72,18916,Gold,4,5000
0,F,73,5589,Gold,6,5000
1,F,73,8060,Gold,7,5000
0,F,73,14298,Gold,12,5000
1,F,74,5409,Gold,2,5000
0,F,74,6026,Gold,1,5000
1,F,74,6508,Gold,18,5000
0,F,74,6615,Gold,1,5000
0,F,74,7728,Gold,12,5000
0,F,74,9554,Gold,17,5000
1,F,74,10239,Gold,12,5000
1,M,74,10618,Gold,26,5000
0,F,74,17809,Gold,3,5000
0,F,74,17812,Gold,5,5000
1,M,74,19717,Gold,15,5000
1,F,75,6526,Gold,2,5000
0,F,75,12171,Gold,6,5000
0,F,75,12427,Gold,15,5000
0,F,76,9306,Gold,1,5000
0,F,76,11944,Gold,8,5000
0,F,76,14841,Gold,5,5000
0,F,76,15382,Gold,4,5000
0,M,76,17960,Gold,7,5000
0,F,77,5841,Gold,3,5000
0,F,77,5891,Gold,14,5000
1,F,77,7271,Gold,10,5000
0,F,77,7489,Gold,11,5000
0,M,77,10243,Gold,4,5000
1,M,77,12674,Gold,6,5000
0,F,77,15666,Gold,1,5000
0,F,78,9079,Gold,8,5000
0,F,78,12401,Gold,6,5000
0,F,78,14361,Gold,5,5000
1,F,78,18676,Gold,4,5000
0,F,79,5006,Gold,4,5000
1,F,79,6414,Gold,8,5000
1,F,79,12223,Gold,26,5000
0,F,79,15702,Gold,5,5000
1,F,79,17782,Gold,1,5000
1,F,79,18318,Gold,8,5000
1,F,24,16894,Gold,6,5500
1,M,29,6575,Gold,6,5500
1,F,32,14710,Gold,10,5500
0,M,32,15314,Gold,4,5500
1,F,32,18965,Gold,4,5500
1,M,34,12129,Gold,5,5500
1,F,34,13961,Gold,5,5500
1,M,35,12658,Gold,7,5500
1,F,37,9482,Gold,5,5500
1,F,37,11324,Gold,6,5500
1,F,37,11453,Gold,3,5500
1,F,38,12685,Gold,8,5500
1,F,39,8573,Gold,1,5500
0,F,39,10181,Gold,9,5500
1,M,39,16456,Gold,1,5500
1,F,39,17370,Gold,11,5500
0,M,42,5816,Gold,9,5500
0,M,42,13504,Gold,5,5500
0,F,42,15320,Gold,4,5500
1,F,43,13067,Gold,7,5500
0,F,43,18146,Gold,9,5500
1,M,44,6023,Gold,3,5500
0,F,44,9380,Gold,4,5500
1,F,44,10641,Gold,11,5500
0,F,44,15986,Gold,17,5500
0,F,44,17901,Gold,5,5500
0,F,45,10596,Gold,2,5500
0,M,46,10779,Gold,10,5500
1,F,47,8963,Gold,9,5500
0,F,47,14866,Gold,10,5500
0,F,47,15130,Gold,1,5500
1,F,47,15677,Gold,27,5500
0,F,47,15950,Gold,6,5500
0,F,47,18703,Gold,5,5500
0,F,48,14250,Gold,3,5500
0,F,48,16362,Gold,3,5500
1,M,49,7709,Gold,8,5500
1,F,49,11235,Gold,2,5500
0,M,49,11871,Gold,6,5500
0,F,49,12390,Gold,4,5500
0,F,49,13694,Gold,8,5500
0,F,49,14826,Gold,8,5500
0,F,50,5849,Gold,2,5500
0,F,50,11554,Gold,4,5500
0,F,51,6955,Gold,12,5500
1,F,51,8253,Gold,4,5500
1,M,51,8564,Gold,22,5500
0,F,51,17627,Gold,2,5500
0,F,52,5447,Gold,9,5500
1,F,52,7601,Gold,3,5500
1,M,52,9554,Gold,7,5500
1,F,52,16868,Gold,6,5500
0,M,52,16924,Gold,8,5500
1,F,52,17175,Gold,1,5500
0,M,52,18198,Gold,1,5500
0,M,52,18519,Gold,15,5500
0,F,52,19203,Gold,3,5500
0,M,53,5374,Gold,6,5500
0,F,53,12786,Gold,14,5500
0,M,53,14164,Gold,3,5500
0,M,54,7119,Gold,9,5500
0,M,54,7885,Gold,2,5500
0,M,54,8999,Gold,1,5500
0,M,54,10159,Gold,5,5500
0,M,54,13551,Gold,1,5500
0,F,54,14202,Gold,3,5500
0,F,54,18329,Gold,4,5500
1,F,55,7850,Gold,27,5500
1,F,55,9315,Gold,15,5500
0,F,55,9810,Gold,1,5500
0,F,55,10253,Gold,4,5500
0,M,55,10648,Gold,17,5500
1,M,55,13275,Gold,8,5500
0,M,55,16091,Gold,2,5500
0,F,55,18915,Gold,2,5500
0,F,55,19845,Gold,7,5500
1,F,56,5822,Gold,1,5500
0,M,56,8881,Gold,4,5500
0,F,56,11332,Gold,5,5500
0,F,57,5218,Gold,11,5500
0,F,57,9053,Gold,7,5500
0,F,57,9423,Gold,2,5500
0,F,57,17418,Gold,3,5500
0,F,57,19025,Gold,2,5500
0,F,58,5071,Gold,2,5500
0,F,58,7647,Gold,2,5500
0,M,58,9109,Gold,3,5500
0,F,58,10228,Gold,5,5500
1,F,58,14852,Gold,19,5500
0,M,58,15050,Gold,8,5500
1,F,59,5137,Gold,21,5500
0,F,59,6590,Gold,6,5500
0,F,59,8381,Gold,2,5500
0,F,59,9709,Gold,12,5500
0,F,60,7038,Gold,6,5500
1,M,60,8748,Gold,32,5500
0,F,60,10726,Gold,2,5500
1,F,60,16434,Gold,9,5500
0,F,60,16845,Gold,4,5500
1,M,60,18252,Gold,8,5500
1,M,61,6678,Gold,3,5500
0,F,61,7506,Gold,1,5500
0,M,61,7917,Gold,6,5500
0,M,61,10795,Gold,6,5500
1,F,61,16885,Gold,8,5500
0,F,61,19461,Gold,8,5500
0,M,61,19613,Gold,2,5500
1,M,62,5558,Gold,17,5500
0,F,62,8023,Gold,2,5500
0,F,62,8153,Gold,3,5500
0,M,62,12852,Gold,5,5500
0,M,62,14231,Gold,3,5500
0,M,62,17313,Gold,4,5500
0,F,62,17598,Gold,6,5500
1,F,63,5512,Gold,6,5500
0,M,63,5615,Gold,9,5500
0,M,63,8609,Gold,8,5500
0,M,63,10318,Gold,9,5500
0,F,63,10581,Gold,17,5500
0,F,63,11536,Gold,3,5500
1,F,63,11594,Gold,6,5500
0,F,63,12625,Gold,7,5500
0,M,63,12949,Gold,3,5500
0,F,63,12955,Gold,12,5500
1,F,63,13077,Gold,2,5500
1,F,63,13214,Gold,2,5500
0,F,63,13923,Gold,3,5500
0,F,63,18034,Gold,5,5500
1,F,63,18370,Gold,12,5500
0,F,63,18640,Gold,2,5500
0,F,64,5013,Gold,7,5500
0,F,64,5807,Gold,2,5500
1,M,64,6669,Gold,25,5500
0,F,64,9000,Gold,4,5500
0,F,64,9318,Gold,5,5500
0,F,64,14044,Gold,5,5500
0,F,64,16408,Gold,4,5500
1,F,65,8777,Gold,9,5500
1,M,65,16437,Gold,8,5500
0,F,65,17528,Gold,6,5500
1,M,65,18337,Gold,5,5500
1,F,66,5415,Gold,7,5500
1,F,66,9955,Gold,14,5500
1,F,66,11726,Gold,4,5500
0,F,66,15463,Gold,8,5500
1,F,66,17799,Gold,2,5500
1,M,66,18504,Gold,1,5500
0,F,66,19376,Gold,3,5500
0,M,66,19379,Gold,8,5500
1,F,67,5517,Gold,18,5500
1,M,67,8312,Gold,18,5500
0,F,67,11173,Gold,5,5500
1,F,67,11618,Gold,4,5500
1,F,67,13059,Gold,7,5500
1,F,67,14843,Gold,21,5500
0,F,67,17916,Gold,5,5500
0,F,67,18110,Gold,11,5500
0,F,67,18447,Gold,1,5500
0,F,67,19874,Gold,5,5500
1,F,68,9529,Gold,16,5500
1,M,68,10194,Gold,15,5500
0,F,68,10481,Gold,8,5500
0,M,68,15671,Gold,8,5500
0,F,69,12352,Gold,4,5500
1,F,69,12590,Gold,21,5500
0,F,69,13790,Gold,7,5500
0,F,69,14594,Gold,12,5500
0,F,69,16067,Gold,4,5500
0,M,70,8848,Gold,8,5500
1,F,70,11462,Gold,15,5500
0,M,70,11999,Gold,14,5500
1,F,70,17346,Gold,13,5500
0,F,70,18671,Gold,2,5500
0,F,70,19105,Gold,1,5500
0,F,71,14710,Gold,2,5500
1,M,71,14813,Gold,8,5500
1,F,72,10346,Gold,7,5500
1,F,72,11931,Gold,29,5500
0,F,72,16431,Gold,3,5500
0,F,72,18247,Gold,7,5500
1,F,73,7695,Gold,29,5500
0,F,73,7739,Gold,4,5500
0,F,73,9042,Gold,2,5500
0,F,73,10721,Gold,11,5500
1,F,73,16087,Gold,32,5500
1,M,73,16310,Gold,4,5500
0,F,73,17136,Gold,15,5500
0,M,74,7356,Gold,5,5500
0,F,74,8630,Gold,6,5500
1,F,74,11586,Gold,4,5500
0,M,74,16742,Gold,4,5500
0,M,74,18419,Gold,8,5500
0,M,74,19277,Gold,13,5500
0,F,74,19787,Gold,5,5500
1,F,75,6929,Gold,2,5500
0,M,75,7740,Gold,12,5500
0,F,75,12375,Gold,7,5500
0,F,75,12895,Gold,2,5500
1,F,75,13705,Gold,13,5500
1,F,75,14117,Gold,5,5500
0,M,75,14932,Gold,5,5500
0,F,76,9937,Gold,5,5500
0,F,76,14194,Gold,12,5500
0,M,76,16165,Gold,8,5500
0,M,76,16269,Gold,1,5500
0,F,76,19371,Gold,2,5500
0,F,77,10583,Gold,5,5500
0,M,77,16128,Gold,2,5500
0,F,77,19418,Gold,4,5500
0,F,77,19901,Gold,2,5500
0,F,78,6136,Gold,10,5500
1,M,78,7237,Gold,4,5500
1,F,78,15253,Gold,1,5500
0,F,78,19076,Gold,4,5500
1,F,25,19710,Gold,2,6000
1,F,27,15694,Gold,5,6000
1,F,28,15787,Gold,6,6000
1,F,29,8796,Gold,9,6000
1,M,34,7365,Gold,7,6000
1,M,35,15486,Gold,3,6000
1,M,36,15842,Gold,19,6000
0,M,37,11697,Gold,1,6000
1,F,37,12234,Gold,6,6000
1,F,37,16597,Gold,5,6000
1,F,38,15583,Gold,2,6000
1,M,39,19375,Gold,6,6000
1,F,40,7091,Gold,3,6000
1,M,40,18883,Gold,7,6000
1,F,41,8736,Gold,3,6000
0,F,41,17638,Gold,1,6000
1,M,41,18119,Gold,3,6000
0,M,43,10463,Gold,5,6000
1,F,43,13897,Gold,8,6000
0,M,43,17005,Gold,6,6000
0,M,45,6513,Gold,3,6000
1,F,45,11946,Gold,1,6000
0,F,45,15198,Gold,5,6000
0,M,45,18300,Gold,5,6000
0,F,46,7090,Gold,8,6000
0,F,46,10109,Gold,2,6000
0,M,46,11447,Gold,8,6000
0,F,47,5320,Gold,1,6000
0,F,47,11476,Gold,6,6000
0,F,47,16769,Gold,14,6000
0,F,47,17026,Gold,7,6000
1,F,48,12240,Gold,1,6000
1,F,48,13464,Gold,13,6000
1,M,48,18023,Gold,2,6000
0,F,49,5435,Gold,1,6000
0,F,49,6073,Gold,2,6000
0,F,49,13622,Gold,10,6000
1,F,49,16958,Gold,12,6000
0,F,50,18075,Gold,4,6000
0,F,51,5218,Gold,2,6000
0,M,51,5999,Gold,1,6000
0,M,51,6704,Gold,2,6000
0,F,51,7807,Gold,9,6000
0,F,52,7032,Gold,8,6000
0,M,52,7239,Gold,3,6000
0,F,52,7281,Gold,4,6000
0,F,52,16505,Gold,3,6000
1,F,52,18281,Gold,3,6000
1,F,53,9392,Gold,1,6000
0,F,53,15508,Gold,8,6000
0,M,54,5494,Gold,8,6000
1,F,54,11383,Gold,6,6000
0,F,54,11527,Gold,13,6000
1,F,54,13821,Gold,2,6000
1,F,54,15475,Gold,1,6000
0,F,54,15613,Gold,8,6000
0,F,54,16357,Gold,8,6000
0,F,55,9570,Gold,11,6000
1,M,55,11771,Gold,3,6000
1,F,55,15897,Gold,28,6000
0,M,55,16603,Gold,9,6000
0,F,55,17277,Gold,5,6000
1,F,56,8520,Gold,2,6000
1,M,56,11890,Gold,2,6000
1,F,56,12853,Gold,4,6000
0,F,56,16186,Gold,3,6000
0,F,57,6006,Gold,2,6000
1,F,57,6611,Gold,6,6000
0,F,57,7688,Gold,27,6000
0,M,57,8994,Gold,11,6000
1,M,57,18383,Gold,2,6000
0,M,57,19088,Gold,8,6000
0,F,58,5262,Gold,7,6000
0,F,58,5461,Gold,7,6000
0,F,58,15328,Gold,10,6000
0,M,58,17133,Gold,30,6000
0,F,58,18418,Gold,2,6000
0,M,59,6357,Gold,3,6000
0,M,59,11315,Gold,2,6000
1,F,59,14808,Gold,6,6000
1,M,59,15852,Gold,4,6000
0,F,59,18206,Gold,7,6000
1,F,60,11422,Gold,9,6000
0,F,60,16505,Gold,11,6000
0,M,61,10447,Gold,9,6000
1,F,61,10853,Gold,15,6000
1,M,61,12097,Gold,6,6000
0,F,61,12769,Gold,3,6000
0,F,61,15896,Gold,4,6000
0,F,61,16099,Gold,5,6000
0,F,61,17724,Gold,8,6000
0,F,61,19281,Gold,1,6000
0,M,61,19516,Gold,6,6000
0,F,62,8869,Gold,4,6000
0,M,62,11221,Gold,8,6000
1,F,62,12235,Gold,3,6000
1,F,62,13695,Gold,11,6000
0,F,62,15898,Gold,2,6000
0,M,63,14272,Gold,17,6000
0,F,63,19173,Gold,9,6000
0,F,63,19253,Gold,5,6000
0,F,64,6590,Gold,7,6000
0,F,64,12623,Gold,4,6000
1,F,64,14128,Gold,3,6000
0,F,64,16177,Gold,8,6000
0,F,64,17104,Gold,4,6000
1,F,65,5704,Gold,2,6000
0,M,65,6676,Gold,5,6000
1,F,65,10700,Gold,9,6000
1,F,65,10823,Gold,4,6000
1,F,65,11061,Gold,6,6000
0,F,65,12355,Gold,10,6000
1,F,65,12362,Gold,2,6000
1,M,65,13563,Gold,5,6000
1,M,65,14134,Gold,5,6000
1,M,65,14217,Gold,5,6000
0,F,65,14826,Gold,3,6000
1,F,65,15372,Gold,15,6000
0,M,65,17033,Gold,1,6000
1,F,65,18012,Gold,24,6000
1,F,65,19569,Gold,7,6000
1,F,66,8299,Gold,11,6000
0,F,66,13327,Gold,4,6000
0,F,66,13332,Gold,5,6000
0,F,66,17143,Gold,6,6000
0,M,67,5744,Gold,3,6000
0,M,67,6193,Gold,1,6000
0,F,67,11886,Gold,8,6000
0,F,68,5529,Gold,6,6000
1,M,68,7536,Gold,3,6000
0,F,68,8737,Gold,9,6000
0,F,68,14258,Gold,4,6000
0,M,68,14348,Gold,0,6000
0,F,68,19411,Gold,2,6000
0,F,68,19875,Gold,5,6000
0,M,69,8322,Gold,4,6000
0,F,69,8482,Gold,4,6000
1,F,69,10042,Gold,4,6000
0,M,69,10293,Gold,4,6000
0,F,69,12491,Gold,12,6000
0,M,69,13836,Gold,8,6000
0,M,69,17661,Gold,8,6000
0,F,70,10992,Gold,8,6000
0,M,70,11137,Gold,11,6000
0,F,70,12512,Gold,4,6000
1,F,70,13287,Gold,8,6000
0,F,70,14176,Gold,1,6000
0,M,70,19441,Gold,3,6000
0,M,71,17015,Gold,8,6000
0,M,71,17138,Gold,6,6000
0,F,71,18645,Gold,3,6000
1,F,72,6432,Gold,8,6000
0,F,72,15437,Gold,8,6000
0,M,73,12287,Gold,8,6000
0,F,73,15007,Gold,5,6000
1,F,73,16522,Gold,9,6000
1,F,73,16674,Gold,19,6000
0,F,74,5950,Gold,5,6000
0,F,74,10668,Gold,5,6000
1,F,74,17436,Gold,5,6000
1,M,75,8707,Gold,5,6000
0,F,76,9026,Gold,2,6000
0,F,76,10309,Gold,11,6000
1,F,76,15656,Gold,9,6000
1,M,77,9011,Gold,4,6000
0,F,77,13191,Gold,24,6000
1,F,77,15764,Gold,10,6000
0,F,78,14952,Gold,31,6000
0,F,79,6968,Gold,2,6000
0,F,79,7927,Gold,8,6000
0,F,79,16544,Gold,17,6000
0,M,79,16968,Gold,4,6000
1,M,26,11913,Gold,6,6500
1,F,26,16688,Gold,2,6500
1,F,28,10659,Gold,1,6500
1,M,31,13415,Gold,3,6500
1,F,35,6950,Gold,9,6500
1,M,35,12441,Gold,3,6500
1,F,35,16249,Gold,5,6500
1,F,37,19900,Gold,6,6500
1,F,38,6714,Gold,2,6500
0,F,38,7086,Gold,1,6500
1,F,38,7779,Gold,8,6500
0,F,39,7243,Gold,2,6500
1,F,39,14940,Gold,2,6500
1,F,39,18292,Gold,2,6500
1,F,41,6550,Gold,1,6500
0,F,41,9785,Gold,6,6500
1,F,41,18232,Gold,3,6500
1,F,43,6600,Gold,5,6500
0,M,43,8165,Gold,6,6500
1,F,43,15254,Gold,7,6500
1,F,44,13259,Gold,1,6500
1,F,44,13937,Gold,11,6500
0,F,44,17582,Gold,2,6500
1,M,44,19665,Gold,7,6500
0,M,46,10394,Gold,2,6500
0,F,46,16051,Gold,8,6500
1,F,46,16134,Gold,1,6500
1,F,48,11943,Gold,10,6500
0,F,48,17891,Gold,9,6500
1,F,50,7895,Gold,3,6500
0,M,50,10783,Gold,2,6500
1,F,50,11902,Gold,13,6500
0,M,51,5468,Gold,6,6500
1,F,51,5941,Gold,1,6500
0,F,51,11301,Gold,5,6500
1,F,51,13479,Gold,6,6500
0,M,51,19749,Gold,7,6500
0,M,52,5204,Gold,1,6500
0,M,52,10835,Gold,1,6500
0,F,52,11629,Gold,1,6500
0,M,52,15105,Gold,2,6500
1,F,53,7208,Gold,5,6500
1,F,54,5919,Gold,2,6500
1,F,54,8812,Gold,3,6500
1,F,54,19267,Gold,6,6500
0,F,55,12131,Gold,1,6500
1,M,55,12310,Gold,1,6500
0,F,56,14861,Gold,6,6500
1,M,56,18205,Gold,8,6500
0,F,57,6679,Gold,4,6500
0,F,57,8234,Gold,3,6500
1,F,58,19311,Gold,8,6500
1,M,59,7591,Gold,2,6500
0,F,59,8114,Gold,5,6500
0,F,59,12317,Gold,2,6500
0,F,60,5000,Gold,5,6500
0,F,60,10330,Gold,5,6500
1,M,60,11182,Gold,2,6500
0,F,60,15323,Gold,1,6500
1,M,60,15470,Gold,11,6500
1,F,61,15497,Gold,5,6500
0,F,62,17610,Gold,4,6500
0,M,63,10984,Gold,1,6500
0,F,63,14501,Gold,8,6500
0,F,63,16469,Gold,5,6500
0,F,63,18561,Gold,12,6500
0,F,63,19497,Gold,4,6500
0,M,64,11854,Gold,8,6500
0,F,64,15804,Gold,12,6500
0,M,64,17221,Gold,2,6500
1,F,65,6343,Gold,29,6500
0,F,65,8711,Gold,3,6500
1,F,66,6993,Gold,13,6500
0,M,66,13805,Gold,6,6500
1,M,66,15968,Gold,1,6500
0,F,67,12333,Gold,11,6500
0,F,67,19861,Gold,5,6500
0,F,69,5094,Gold,5,6500
1,F,69,6646,Gold,4,6500
1,F,69,7080,Gold,4,6500
0,F,69,16728,Gold,2,6500
1,F,70,6221,Gold,5,6500
0,F,70,15405,Gold,5,6500
0,F,70,15964,Gold,7,6500
0,F,72,15300,Gold,7,6500
0,F,72,18397,Gold,2,6500
0,F,72,18650,Gold,8,6500
0,F,72,19760,Gold,3,6500
0,F,73,7023,Gold,30,6500
0,F,73,11222,Gold,4,6500
1,M,74,7642,Gold,5,6500
0,F,74,8606,Gold,12,6500
1,M,74,13656,Gold,19,6500
